Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon
separar,StandardOrth,NA,NA,Portuguese,separate,Action/Process,NA
despărţi,StandardOrth,NA,NA,Romanian,separate,Action/Process,NA
separa,StandardOrth,NA,NA,Romanian,separate,Action/Process,NA
skille,StandardOrth,NA,NA,Danish,separate,Action/Process,NA
ad-skille,StandardOrth,NA,NA,Danish,separate,Action/Process,NA
skilja,StandardOrth,NA,NA,Swedish,separate,Action/Process,NA
separate,StandardOrth,NA,NA,English,separate,Action/Process,NA
scheiden,StandardOrth,NA,NA,Dutch,separate,Action/Process,NA
scheiden,StandardOrth,NA,Original (M. R. Key),German,separate,Action/Process,FALSE
trennen,StandardOrth,NA,Original (M. R. Key),German,separate,Action/Process,FALSE
rozłączyć,StandardOrth,NA,NA,Polish,separate,Action/Process,NA
rozdzielić,StandardOrth,NA,NA,Polish,separate,Action/Process,NA
иу кæнын,CyrillTrans,NA,NA,Ossetic,"join, unite",Action/Process,NA
giungere,StandardOrth,NA,NA,Italian,"join, unite",Action/Process,NA
unire,StandardOrth,NA,NA,Italian,"join, unite",Action/Process,NA
unir,StandardOrth,NA,NA,French,"join, unite",Action/Process,NA
ajuntar,StandardOrth,NA,NA,Catalan,"join, unite",Action/Process,NA
unir,StandardOrth,NA,NA,Catalan,"join, unite",Action/Process,NA
juntar,StandardOrth,NA,NA,Portuguese,"join, unite",Action/Process,NA
unir,StandardOrth,NA,NA,Portuguese,"join, unite",Action/Process,NA
împreuna,StandardOrth,NA,NA,Romanian,"join, unite",Action/Process,NA
uni,StandardOrth,NA,NA,Romanian,"join, unite",Action/Process,NA
forbinde,StandardOrth,NA,NA,Danish,"join, unite",Action/Process,NA
forene,StandardOrth,NA,NA,Danish,"join, unite",Action/Process,NA
för-binda,StandardOrth,NA,NA,Swedish,"join, unite",Action/Process,NA
för-ena,StandardOrth,NA,NA,Swedish,"join, unite",Action/Process,NA
foga,StandardOrth,NA,NA,Swedish,"join, unite",Action/Process,NA
samman-foga,StandardOrth,NA,NA,Swedish,"join, unite",Action/Process,NA
join,StandardOrth,NA,NA,English,"join, unite",Action/Process,NA
unite,StandardOrth,NA,NA,English,"join, unite",Action/Process,NA
voegen,StandardOrth,NA,NA,Dutch,"join, unite",Action/Process,NA
verenigen,StandardOrth,NA,NA,Dutch,"join, unite",Action/Process,NA
verbinden,StandardOrth,NA,NA,Dutch,"join, unite",Action/Process,NA
verbinden,StandardOrth,NA,Original (M. R. Key),German,"join, unite",Action/Process,FALSE
fügen,StandardOrth,NA,Original (M. R. Key),German,"join, unite",Action/Process,FALSE
vereinigen,StandardOrth,NA,Original (M. R. Key),German,"join, unite",Action/Process,FALSE
złączyć,StandardOrth,NA,NA,Polish,"join, unite",Action/Process,NA
spoić,StandardOrth,NA,NA,Polish,"join, unite",Action/Process,NA
kojarzyć,StandardOrth,NA,NA,Polish,"join, unite",Action/Process,NA
æвæрæн кæнын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
æфтауц кæнын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
æмбырд кæнын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
цагъд кæнын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
цæнд кæнын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
цырхын,CyrillTrans,NA,NA,Ossetic,pile up,Action/Process,NA
ammucchiare,StandardOrth,NA,NA,Italian,pile up,Action/Process,NA
entasser,StandardOrth,NA,NA,French,pile up,Action/Process,NA
amuntegar,StandardOrth,NA,NA,Catalan,pile up,Action/Process,NA
empilhar,StandardOrth,NA,NA,Portuguese,pile up,Action/Process,NA
hobe op,StandardOrth,NA,NA,Danish,pile up,Action/Process,NA
stapla,StandardOrth,NA,NA,Swedish,pile up,Action/Process,NA
trava,StandardOrth,NA,NA,Swedish,pile up,Action/Process,NA
lägga i hög,StandardOrth,NA,NA,Swedish,pile up,Action/Process,NA
samla,StandardOrth,NA,NA,Swedish,pile up,Action/Process,NA
lägga på,StandardOrth,NA,NA,Swedish,pile up,Action/Process,NA
pile up,StandardOrth,NA,NA,English,pile up,Action/Process,NA
opstapelen,StandardOrth,NA,NA,Dutch,pile up,Action/Process,NA
aufhäufen,StandardOrth,NA,Original (M. R. Key),German,pile up,Action/Process,FALSE
auftürmen,StandardOrth,NA,Original (M. R. Key),German,pile up,Action/Process,FALSE
gromadzić,StandardOrth,NA,NA,Polish,pile up,Action/Process,NA
уидзын,CyrillTrans,NA,NA,Ossetic,pick up,Action/Process,NA
æмбырд кæнын,CyrillTrans,NA,NA,Ossetic,pick up,Action/Process,NA
æвзарын,CyrillTrans,NA,NA,Ossetic,pick up,Action/Process,NA
исын,CyrillTrans,NA,NA,Ossetic,pick up,Action/Process,NA
уæлæмæ хæцын,CyrillTrans,NA,NA,Ossetic,pick up,Action/Process,NA
raccogliere,StandardOrth,NA,NA,Italian,pick up,Action/Process,NA
ramasser,StandardOrth,NA,NA,French,pick up,Action/Process,NA
recollir,StandardOrth,NA,NA,Catalan,pick up,Action/Process,NA
captar,StandardOrth,NA,NA,Portuguese,pick up,Action/Process,NA
samle op,StandardOrth,NA,NA,Danish,pick up,Action/Process,NA
plocka,StandardOrth,NA,NA,Swedish,pick up,Action/Process,NA
plocka up,StandardOrth,NA,NA,Swedish,pick up,Action/Process,NA
pick up,StandardOrth,NA,NA,English,pick up,Action/Process,NA
oppakken,StandardOrth,NA,NA,Dutch,pick up,Action/Process,NA
aufheben,StandardOrth,NA,Original (M. R. Key),German,pick up,Action/Process,FALSE
abholen,StandardOrth,NA,Original (M. R. Key),German,pick up,Action/Process,FALSE
polepszać się,StandardOrth,NA,NA,Polish,pick up,Action/Process,NA
łapać,StandardOrth,NA,NA,Polish,pick up,Action/Process,NA
podrywać,StandardOrth,NA,NA,Polish,pick up,Action/Process,NA
æмбырд кæнын,CyrillTrans,NA,NA,Ossetic,"collect, gather",Action/Process,NA
тонын (ягоды и пр.),CyrillTrans,NA,NA,Ossetic,"collect, gather",Action/Process,NA
raccogliere,StandardOrth,NA,NA,Italian,"collect, gather",Action/Process,NA
recueillir,StandardOrth,NA,NA,French,"collect, gather",Action/Process,NA
rassembler,StandardOrth,NA,NA,French,"collect, gather",Action/Process,NA
recollir,StandardOrth,NA,NA,Catalan,"collect, gather",Action/Process,NA
reunir-se,StandardOrth,NA,NA,Catalan,"collect, gather",Action/Process,NA
colecionar,StandardOrth,NA,NA,Portuguese,"collect, gather",Action/Process,NA
reunir,StandardOrth,NA,NA,Portuguese,"collect, gather",Action/Process,NA
aduna,StandardOrth,NA,NA,Romanian,"collect, gather",Action/Process,NA
culege,StandardOrth,NA,NA,Romanian,"collect, gather",Action/Process,NA
samle,StandardOrth,NA,NA,Danish,"collect, gather",Action/Process,NA
samla,StandardOrth,NA,NA,Swedish,"collect, gather",Action/Process,NA
collect,StandardOrth,NA,NA,English,"collect, gather",Action/Process,NA
gather,StandardOrth,NA,NA,English,"collect, gather",Action/Process,NA
verzamelen,StandardOrth,NA,NA,Dutch,"collect, gather",Action/Process,NA
sammeln,StandardOrth,NA,Original (M. R. Key),German,"collect, gather",Action/Process,FALSE
zbierać,StandardOrth,NA,NA,Polish,"collect, gather",Action/Process,NA
zgromadzić,StandardOrth,NA,NA,Polish,"collect, gather",Action/Process,NA
gromadzić,StandardOrth,NA,NA,Polish,"collect, gather",Action/Process,NA
kolekcjonować,StandardOrth,NA,NA,Polish,"collect, gather",Action/Process,NA
уæлдæйттæ,CyrillTrans,NA,NA,Ossetic,"remains, left overs",Person/Thing,NA
avanzi,StandardOrth,NA,NA,Italian,"remains, left overs",Person/Thing,NA
reste,StandardOrth,NA,NA,French,"remains, left overs",Person/Thing,NA
restes,StandardOrth,NA,NA,Catalan,"remains, left overs",Person/Thing,NA
restos,StandardOrth,NA,NA,Portuguese,"remains, left overs",Person/Thing,NA
rămînea,StandardOrth,NA,NA,Romanian,"remains, left overs",Person/Thing,NA
rester,StandardOrth,NA,NA,Danish,"remains, left overs",Person/Thing,NA
bli(va) övrig,StandardOrth,NA,NA,Swedish,"remains, left overs",Person/Thing,NA
bli(va) kvar,StandardOrth,NA,NA,Swedish,"remains, left overs",Person/Thing,NA
vara kvar,StandardOrth,NA,NA,Swedish,"remains, left overs",Person/Thing,NA
remains,StandardOrth,NA,NA,English,"remains, left overs",Person/Thing,NA
left overs,StandardOrth,NA,NA,English,"remains, left overs",Person/Thing,NA
overblijfsels,StandardOrth,NA,NA,Dutch,"remains, left overs",Person/Thing,NA
restjes,StandardOrth,NA,NA,Dutch,"remains, left overs",Person/Thing,NA
Rest,StandardOrth,NA,Original (M. R. Key),German,"remains, left overs",Person/Thing,FALSE
Reste,StandardOrth,NA,Original (M. R. Key),German,"remains, left overs",Person/Thing,FALSE
pozostałość,StandardOrth,NA,NA,Polish,"remains, left overs",Person/Thing,NA
resztki,StandardOrth,NA,NA,Polish,"remains, left overs",Person/Thing,NA
зайын,CyrillTrans,NA,NA,Ossetic,"remain, stay",Action/Process,NA
лæууын,CyrillTrans,NA,NA,Ossetic,"remain, stay",Action/Process,NA
rimanere,StandardOrth,NA,NA,Italian,"remain, stay",Action/Process,NA
restare,StandardOrth,NA,NA,Italian,"remain, stay",Action/Process,NA
rester,StandardOrth,NA,NA,French,"remain, stay",Action/Process,NA
demeurer,StandardOrth,NA,NA,French,"remain, stay",Action/Process,NA
attendre,StandardOrth,NA,NA,French,"remain, stay",Action/Process,NA
quedar-se,StandardOrth,NA,NA,Catalan,"remain, stay",Action/Process,NA
ficar,StandardOrth,NA,NA,Portuguese,"remain, stay",Action/Process,NA
rămînea,StandardOrth,NA,NA,Romanian,"remain, stay",Action/Process,NA
aştepta,StandardOrth,NA,NA,Romanian,"remain, stay",Action/Process,NA
blive,StandardOrth,NA,NA,Danish,"remain, stay",Action/Process,NA
för-bliva,StandardOrth,NA,NA,Swedish,"remain, stay",Action/Process,NA
stanna,StandardOrth,NA,NA,Swedish,"remain, stay",Action/Process,NA
stanna kvar,StandardOrth,NA,NA,Swedish,"remain, stay",Action/Process,NA
vänta,StandardOrth,NA,NA,Swedish,"remain, stay",Action/Process,NA
remain,StandardOrth,NA,NA,English,"remain, stay",Action/Process,NA
stay,StandardOrth,NA,NA,English,"remain, stay",Action/Process,NA
blijven,StandardOrth,NA,NA,Dutch,"remain, stay",Action/Process,NA
wachten,StandardOrth,NA,NA,Dutch,"remain, stay",Action/Process,NA
bleiben,StandardOrth,NA,Original (M. R. Key),German,"remain, stay",Action/Process,FALSE
warten,StandardOrth,NA,Original (M. R. Key),German,"remain, stay",Action/Process,FALSE
zostać,StandardOrth,NA,NA,Polish,"remain, stay",Action/Process,NA
czekać,StandardOrth,NA,NA,Polish,"remain, stay",Action/Process,NA
pozostać,StandardOrth,NA,NA,Polish,"remain, stay",Action/Process,NA
лæууын,CyrillTrans,NA,NA,Ossetic,stand,Action/Process,NA
stare in piedi,StandardOrth,NA,NA,Italian,stand,Action/Process,NA
se tenir debout,StandardOrth,NA,NA,French,stand,Action/Process,NA
posar-se dret,StandardOrth,NA,NA,Catalan,stand,Action/Process,NA
estar em pé,StandardOrth,NA,NA,Portuguese,stand,Action/Process,NA
ficar em pé,StandardOrth,NA,NA,Portuguese,stand,Action/Process,NA
sta in picioare,StandardOrth,NA,NA,Romanian,stand,Action/Process,NA
stå,StandardOrth,NA,NA,Danish,stand,Action/Process,NA
stå,StandardOrth,NA,NA,Swedish,stand,Action/Process,NA
stand,StandardOrth,NA,NA,English,stand,Action/Process,NA
staan,StandardOrth,NA,NA,Dutch,stand,Action/Process,NA
stehen,StandardOrth,NA,Original (M. R. Key),German,stand,Action/Process,FALSE
stać,StandardOrth,NA,NA,Polish,stand,Action/Process,NA
хуыссын,CyrillTrans,NA,NA,Ossetic,lie down,Action/Process,NA
sdraiarsi,StandardOrth,NA,NA,Italian,lie down,Action/Process,NA
se coucher,StandardOrth,NA,NA,French,lie down,Action/Process,NA
estirar-se,StandardOrth,NA,NA,Catalan,lie down,Action/Process,NA
deitar-se,StandardOrth,NA,NA,Portuguese,lie down,Action/Process,NA
fi culcat (zace),StandardOrth,NA,NA,Romanian,lie down,Action/Process,NA
ligge,StandardOrth,NA,NA,Danish,lie down,Action/Process,NA
ligga,StandardOrth,NA,NA,Swedish,lie down,Action/Process,NA
lie down,StandardOrth,NA,NA,English,lie down,Action/Process,NA
liggen,StandardOrth,NA,NA,Dutch,lie down,Action/Process,NA
liegen,StandardOrth,NA,Original (M. R. Key),German,lie down,Action/Process,FALSE
leżeć,StandardOrth,NA,NA,Polish,lie down,Action/Process,NA
бадын,CyrillTrans,NA,NA,Ossetic,sit,Action/Process,NA
sedersi,StandardOrth,NA,NA,Italian,sit,Action/Process,NA
s'asseoir,StandardOrth,NA,NA,French,sit,Action/Process,NA
asseure's,StandardOrth,NA,NA,Catalan,sit,Action/Process,NA
sentar-se,StandardOrth,NA,NA,Portuguese,sit,Action/Process,NA
sedea,StandardOrth,NA,NA,Romanian,sit,Action/Process,NA
sidde,StandardOrth,NA,NA,Danish,sit,Action/Process,NA
sitta,StandardOrth,NA,NA,Swedish,sit,Action/Process,NA
sit,StandardOrth,NA,NA,English,sit,Action/Process,NA
zitten,StandardOrth,NA,NA,Dutch,sit,Action/Process,NA
sitzen,StandardOrth,NA,Original (M. R. Key),German,sit,Action/Process,FALSE
siedzieć,StandardOrth,NA,NA,Polish,sit,Action/Process,NA
siadać,StandardOrth,NA,NA,Polish,sit,Action/Process,NA
æрæвæрын,CyrillTrans,NA,NA,Ossetic,put,Action/Process,NA
mettere,StandardOrth,NA,NA,Italian,put,Action/Process,NA
porre,StandardOrth,NA,NA,Italian,put,Action/Process,NA
mettre,StandardOrth,NA,NA,French,put,Action/Process,NA
posar,StandardOrth,NA,NA,Catalan,put,Action/Process,NA
pôr,StandardOrth,NA,NA,Portuguese,put,Action/Process,NA
pune,StandardOrth,NA,NA,Romanian,put,Action/Process,NA
băga,StandardOrth,NA,NA,Romanian,put,Action/Process,NA
sætte,StandardOrth,NA,NA,Danish,put,Action/Process,NA
stille,StandardOrth,NA,NA,Danish,put,Action/Process,NA
lægge,StandardOrth,NA,NA,Danish,put,Action/Process,NA
sätte,StandardOrth,NA,NA,Swedish,put,Action/Process,NA
ställa,StandardOrth,NA,NA,Swedish,put,Action/Process,NA
lägga,StandardOrth,NA,NA,Swedish,put,Action/Process,NA
put,StandardOrth,NA,NA,English,put,Action/Process,NA
zetten,StandardOrth,NA,NA,Dutch,put,Action/Process,NA
plaatsen,StandardOrth,NA,NA,Dutch,put,Action/Process,NA
leggen,StandardOrth,NA,NA,Dutch,put,Action/Process,NA
setzen,StandardOrth,NA,Original (M. R. Key),German,put,Action/Process,FALSE
stellen,StandardOrth,NA,Original (M. R. Key),German,put,Action/Process,FALSE
legen,StandardOrth,NA,Original (M. R. Key),German,put,Action/Process,FALSE
postawić,StandardOrth,NA,NA,Polish,put,Action/Process,NA
położyć,StandardOrth,NA,NA,Polish,put,Action/Process,NA
kłaść,StandardOrth,NA,NA,Polish,put,Action/Process,NA
ран,CyrillTrans,NA,NA,Ossetic,place,Person/Thing,NA
бынат,CyrillTrans,NA,NA,Ossetic,place,Person/Thing,NA
бууат,CyrillTrans,NA,NA,Ossetic,place,Person/Thing,NA
luogo,StandardOrth,NA,NA,Italian,place,Person/Thing,NA
endroit,StandardOrth,NA,NA,French,place,Person/Thing,NA
place,StandardOrth,NA,NA,French,place,Person/Thing,NA
lieu,StandardOrth,NA,NA,French,place,Person/Thing,NA
lloc,StandardOrth,NA,NA,Catalan,place,Person/Thing,NA
espaço,StandardOrth,NA,NA,Portuguese,place,Person/Thing,NA
lugar,StandardOrth,NA,NA,Portuguese,place,Person/Thing,NA
loc,StandardOrth,NA,NA,Romanian,place,Person/Thing,NA
plads,StandardOrth,NA,NA,Danish,place,Person/Thing,NA
sted,StandardOrth,NA,NA,Danish,place,Person/Thing,NA
plats,StandardOrth,NA,NA,Swedish,place,Person/Thing,NA
place,StandardOrth,NA,NA,English,place,Person/Thing,NA
plaats,StandardOrth,NA,NA,Dutch,place,Person/Thing,NA
Stelle,StandardOrth,NA,Original (M. R. Key),German,place,Person/Thing,FALSE
Platz,StandardOrth,NA,Original (M. R. Key),German,place,Person/Thing,FALSE
Ort,StandardOrth,NA,Original (M. R. Key),German,place,Person/Thing,FALSE
miejsce,StandardOrth,NA,NA,Polish,place,Person/Thing,NA
1. сæрмæ,CyrillTrans,NA,NA,Ossetic,"up, above",Other,NA
уæлейæ (послелоги),CyrillTrans,NA,NA,Ossetic,"up, above",Other,NA
2. мест. внеш. п. на -ыл: истæуыл худын (над чем-то смеяться),CyrillTrans,NA,NA,Ossetic,"up, above",Other,NA
su,StandardOrth,NA,NA,Italian,"up, above",Other,NA
sopra,StandardOrth,NA,NA,Italian,"up, above",Other,NA
au-dessus,StandardOrth,NA,NA,French,"up, above",Other,NA
sur,StandardOrth,NA,NA,French,"up, above",Other,NA
là-haut,StandardOrth,NA,NA,French,"up, above",Other,NA
là dessus,StandardOrth,NA,NA,French,"up, above",Other,NA
a dalt,StandardOrth,NA,NA,Catalan,"up, above",Other,NA
sobre,StandardOrth,NA,NA,Catalan,"up, above",Other,NA
em cima,StandardOrth,NA,NA,Portuguese,"up, above",Other,NA
sôbre,StandardOrth,NA,NA,Portuguese,"up, above",Other,NA
oppe,StandardOrth,NA,NA,Danish,"up, above",Other,NA
ovenpå,StandardOrth,NA,NA,Danish,"up, above",Other,NA
över,StandardOrth,NA,NA,Swedish,"up, above",Other,NA
ovan-för,StandardOrth,NA,NA,Swedish,"up, above",Other,NA
ovan,StandardOrth,NA,NA,Swedish,"up, above",Other,NA
up-till,StandardOrth,NA,NA,Swedish,"up, above",Other,NA
up,StandardOrth,NA,NA,English,"up, above",Other,NA
above,StandardOrth,NA,NA,English,"up, above",Other,NA
op,StandardOrth,NA,NA,Dutch,"up, above",Other,NA
boven,StandardOrth,NA,NA,Dutch,"up, above",Other,NA
über,StandardOrth,NA,Original (M. R. Key),German,"up, above",Other,FALSE
w górze,StandardOrth,NA,NA,Polish,"up, above",Other,NA
w górę,StandardOrth,NA,NA,Polish,"up, above",Other,NA
ponad,StandardOrth,NA,NA,Polish,"up, above",Other,NA
1. бын (послелог),CyrillTrans,NA,NA,Ossetic,under,Other,NA
бæласы бын (под деревом),CyrillTrans,NA,NA,Ossetic,under,Other,NA
2. æввахс (приблизительно),CyrillTrans,NA,NA,Ossetic,under,Other,NA
агъоммæ (накануне),CyrillTrans,NA,NA,Ossetic,under,Other,NA
sotto,StandardOrth,NA,NA,Italian,under,Other,NA
dessous,StandardOrth,NA,NA,French,under,Other,NA
sous,StandardOrth,NA,NA,French,under,Other,NA
sota,StandardOrth,NA,NA,Catalan,under,Other,NA
debaixo,StandardOrth,NA,NA,Portuguese,under,Other,NA
under,StandardOrth,NA,NA,Danish,under,Other,NA
under,StandardOrth,NA,NA,Swedish,under,Other,NA
nedan-för,StandardOrth,NA,NA,Swedish,under,Other,NA
nere,StandardOrth,NA,NA,Swedish,under,Other,NA
under,StandardOrth,NA,NA,English,under,Other,NA
onder,StandardOrth,NA,NA,Dutch,under,Other,NA
unter,StandardOrth,NA,Original (M. R. Key),German,under,Other,FALSE
pod,StandardOrth,NA,NA,Polish,under,Other,NA
æдде,CyrillTrans,NA,NA,Ossetic,outside,Other,NA
æддейы,CyrillTrans,NA,NA,Ossetic,outside,Other,NA
fuori,StandardOrth,NA,NA,Italian,outside,Other,NA
dehors,StandardOrth,NA,NA,French,outside,Other,NA
a fora,StandardOrth,NA,NA,Catalan,outside,Other,NA
fora,StandardOrth,NA,NA,Catalan,outside,Other,NA
fora,StandardOrth,NA,NA,Portuguese,outside,Other,NA
ude,StandardOrth,NA,NA,Danish,outside,Other,NA
utan-för,StandardOrth,NA,NA,Swedish,outside,Other,NA
utan-på,StandardOrth,NA,NA,Swedish,outside,Other,NA
ute,StandardOrth,NA,NA,Swedish,outside,Other,NA
outside,StandardOrth,NA,NA,English,outside,Other,NA
buiten,StandardOrth,NA,NA,Dutch,outside,Other,NA
außen,StandardOrth,NA,Original (M. R. Key),German,outside,Other,FALSE
na zewnątrz,StandardOrth,NA,NA,Polish,outside,Other,NA
poza (czymś),StandardOrth,NA,NA,Polish,outside,Other,NA
мидæг,CyrillTrans,NA,NA,Ossetic,"inside, in",Other,NA
мидæгæй,CyrillTrans,NA,NA,Ossetic,"inside, in",Other,NA
хуылфы,CyrillTrans,NA,NA,Ossetic,"inside, in",Other,NA
dentro,StandardOrth,NA,NA,Italian,"inside, in",Other,NA
in,StandardOrth,NA,NA,Italian,"inside, in",Other,NA
dans,StandardOrth,NA,NA,French,"inside, in",Other,NA
dedans,StandardOrth,NA,NA,French,"inside, in",Other,NA
dins,StandardOrth,NA,NA,Catalan,"inside, in",Other,NA
dentro,StandardOrth,NA,NA,Portuguese,"inside, in",Other,NA
inde,StandardOrth,NA,NA,Danish,"inside, in",Other,NA
in,StandardOrth,NA,NA,Swedish,"inside, in",Other,NA
in-åt,StandardOrth,NA,NA,Swedish,"inside, in",Other,NA
inne i,StandardOrth,NA,NA,Swedish,"inside, in",Other,NA
in-om,StandardOrth,NA,NA,Swedish,"inside, in",Other,NA
innan-för,StandardOrth,NA,NA,Swedish,"inside, in",Other,NA
inside,StandardOrth,NA,NA,English,"inside, in",Other,NA
in,StandardOrth,NA,NA,English,"inside, in",Other,NA
binnen,StandardOrth,NA,NA,Dutch,"inside, in",Other,NA
in,StandardOrth,NA,NA,Dutch,"inside, in",Other,NA
innen,StandardOrth,NA,Original (M. R. Key),German,"inside, in",Other,FALSE
in,StandardOrth,NA,Original (M. R. Key),German,"inside, in",Other,FALSE
wewnątrz,StandardOrth,NA,NA,Polish,"inside, in",Other,NA
w środku,StandardOrth,NA,NA,Polish,"inside, in",Other,NA
Предлог- сихоры размæ (перед обедом),CyrillTrans,NA,NA,Ossetic,front,Other,NA
хæдзары раз (перед домом),CyrillTrans,NA,NA,Ossetic,front,Other,NA
davanti,StandardOrth,NA,NA,Italian,front,Other,NA
devant,StandardOrth,NA,NA,French,front,Other,NA
davant de,StandardOrth,NA,NA,Catalan,front,Other,NA
en front de,StandardOrth,NA,NA,Catalan,front,Other,NA
frente,StandardOrth,NA,NA,Portuguese,front,Other,NA
for,StandardOrth,NA,NA,Danish,front,Other,NA
fram-sida,StandardOrth,NA,NA,Swedish,front,Other,NA
främre del,StandardOrth,NA,NA,Swedish,front,Other,NA
front,StandardOrth,NA,NA,English,front,Other,NA
voor,StandardOrth,NA,NA,Dutch,front,Other,NA
vor,StandardOrth,NA,Original (M. R. Key),German,front,Other,FALSE
przód,StandardOrth,NA,NA,Polish,front,Other,NA
